utt_id,session,start_time,end_time,duration,quality_codes,flags,category,split
tr-011_03158,tr-011,2323.673,2328.239,4.566,CRT-D,BLK,spanish_only,train
tr-006_00782,tr-006,2079.24,2083.63,4.39,CRT-A,,spanish_only,train
tr-010_02755,tr-010,2566.655,2572.75,6.095,Good,TMC,spanish_only,dev
tr-011_03144,tr-011,2240.953,2244.827,3.874,MTS,,spanish_only,
tr-006_00925,tr-006,2912.755,2916.585,3.83,Good,,spanish_only,train
tr-006_01073,tr-006,3779.871,3783.651,3.78,Good,,spanish_only,train
tr-006_01054,tr-006,3657.325,3660.927,3.602,Good,,spanish_only,train
tr-005_00079,tr-005,605.31,608.905,3.595,CRT-D,BLK,spanish_only,train
tr-006_00538,tr-006,536.58,540.09,3.51,Good,,spanish_only,dev
tr-007_01308,tr-007,1896.745,1900.248,3.503,MTS,TMC,spanish_only,
tr-011_02864,tr-011,142.677,146.097,3.42,Good,,jehe'a,train
tr-006_00479,tr-006,169.875,173.205,3.33,Good,TMC,spanish_only,train
tr-006_00991,tr-006,3266.92,3270.22,3.3,CRT-A,,spanish_only,train
tr-011_03274,tr-011,3179.423,3182.713,3.29,Good,,spanish_only,train
tr-011_02950,tr-011,779.19,782.449,3.259,CRT-A,TMC,jehe'a,train
tr-011_03034,tr-011,1313.407,1316.6,3.193,Good,,spanish_only,train
tr-006_00698,tr-006,1594.47,1597.61,3.14,Good,,spanish_only,train
tr-009_02303,tr-009,2751.908,2754.991,3.083,Good,,spanish_only,train
tr-007_01181,tr-007,794.06,797.11,3.05,CRT-A,,mixed,train
tr-008_01637,tr-008,666.521,669.521,3,Good,,spanish_only,train
tr-010_02629,tr-010,1615.038,1618.011,2.973,Good,,spanish_only,train
tr-006_00688,tr-006,1496.562,1499.527,2.965,Good,TMC,spanish_only,train
tr-006_00770,tr-006,2043.31,2046.25,2.94,Good,,spanish_only,train
tr-007_01158,tr-007,556.36,559.26,2.9,Good,,spanish_only,train
tr-006_00623,tr-006,968.55,971.41,2.86,CRT-A,,spanish_only,train
tr-008_01609,tr-008,505.061,507.88,2.819,CRT-D,BLK,spanish_only,train
tr-009_02367,tr-009,3378.605,3381.413,2.808,Good,,spanish_only,dev
tr-011_02893,tr-011,348.526,351.297,2.771,Good,,spanish_only,train
tr-008_01623,tr-008,593.442,596.152,2.71,CRT-D,BLK,spanish_only,train
tr-006_01090,tr-006,3888.106,3890.741,2.635,Good,TMC,spanish_only,train
tr-006_00570,tr-006,684.38,686.97,2.59,Good,,spanish_only,train
tr-006_00707,tr-006,1633.38,1635.96,2.58,Good,,spanish_only,train
tr-010_02623,tr-010,1559.552,1562.102,2.55,Good,,spanish_only,train
tr-005_00164,tr-005,1306.52,1309.03,2.51,Good,,spanish_only,train
tr-006_00645,tr-006,1119.12,1121.6,2.48,Good,,spanish_only,train
tr-006_00823,tr-006,2375.84,2378.31,2.47,Good,TMC,spanish_only,train
tr-011_03041,tr-011,1360.339,1362.792,2.453,Good,,spanish_only,train
tr-006_00833,tr-006,2423.12,2429.5,6.38,Good,,spanish_only,train
tr-009_02285,tr-009,2641.03,2643.37,2.34,Good,TMC,spanish_only,train
tr-010_02785,tr-010,2843.03,2849.574,6.544,CRT-D,BLK,spanish_only,train
tr-011_03063,tr-011,1535.404,1541.963,6.559,MTS,,spanish_only,
tr-006_00591,tr-006,801.58,803.87,2.29,CRT-D,TMC,spanish_only,train
tr-011_03287,tr-011,3242.403,3244.686,2.283,EXC,,,
tr-006_00774,tr-006,2054.59,2056.83,2.24,Good,,spanish_only,train
tr-006_00773,tr-006,2052.14,2054.35,2.21,Good,TMC,spanish_only,train
tr-010_02644,tr-010,1741.85,1751.784,9.934,Good,,spanish_only,train
tr-011_03026,tr-011,1273.184,1275.354,2.17,Good,,spanish_only,train
tr-006_00826,tr-006,2393.795,2395.945,2.15,Good,TMC,spanish_only,train
tr-007_01293,tr-007,1802.188,1804.308,2.12,CRT-D,BLK,spanish_only,train
tr-011_03199,tr-011,2642.509,2644.568,2.059,CRT-D,BLK,spanish_only,dev
tr-011_03092,tr-011,1776.419,1778.419,2,Good,TMC,spanish_only,train
tr-006_00876,tr-006,2662.735,2670.04,7.305,Good,,spanish_only,train
tr-009_02155,tr-009,1459.859,1470.53,10.671,Good,,spanish_only,train
tr-007_01514,tr-007,3485.689,3494.444,8.755,EXC,,,
tr-009_02279,tr-009,2569.884,2575.484,5.6,EXC,NCT,,
tr-005_00147,tr-005,1219.97,1224.405,4.435,Good,,spanish_only,dev
tr-010_02843,tr-010,3301.937,3313.562,11.625,MTS,,spanish_only,
tr-010_02618,tr-010,1530.275,1534.445,4.17,EXC,NCT,,
tr-008_01673,tr-008,944.415,948.261,3.846,Good,,spanish_only,train
tr-011_02980,tr-011,968.159,971.969,3.81,MTS,,mixed,
tr-005_00157,tr-005,1273.335,1277.125,3.79,CRT-A,,mixed,train
tr-010_02568,tr-010,1210.675,1214.403,3.728,Good,,spanish_only,train
tr-005_00377,tr-005,3072.256,3075.896,3.64,CRT-D,BLK,spanish_only,train
tr-008_01561,tr-008,99.734,103.29,3.556,CRT-D,BLK,mixed,train
tr-006_01085,tr-006,3844.961,3848.471,3.51,Good,TMC,spanish_only,train
tr-005_00018,tr-005,172.635,176.085,3.45,Good,,spanish_only,train
tr-006_01095,tr-006,3915.311,3918.731,3.42,Good,,spanish_only,train
tr-008_01755,tr-008,1562.781,1566.201,3.42,Good,,spanish_only,train
tr-006_00520,tr-006,413.18,416.54,3.36,Good,TMC,spanish_only,train
tr-006_01062,tr-006,3705.111,3708.416,3.305,Good,,spanish_only,dev
tr-007_01492,tr-007,3348.969,3352.164,3.195,Good,,mixed,test
tr-006_00904,tr-006,2810.03,2813.12,3.09,Good,,spanish_only,train
tr-007_01452,tr-007,2985.057,2988.117,3.06,Good,,mixed,train
tr-006_00605,tr-006,886.94,889.96,3.02,CRT-D,,mixed,test
tr-010_02751,tr-010,2552.158,2555.173,3.015,Good,,spanish_only,train
tr-010_02646,tr-010,1775.97,1778.93,2.96,Good,,spanish_only,dev
tr-006_00771,tr-006,2046.25,2049.18,2.93,Good,,spanish_only,train
tr-011_03159,tr-011,2328.541,2331.404,2.863,Good,,spanish_only,train
tr-009_02200,tr-009,1939.886,1942.741,2.855,CRT-D,,spanish_only,train
tr-006_00736,tr-006,1842.63,1845.43,2.8,Good,,spanish_only,dev
tr-011_03152,tr-011,2289.115,2291.896,2.781,Good,,spanish_only,train
tr-006_00585,tr-006,773.76,776.52,2.76,Good,TMC,spanish_only,train
tr-006_00807,tr-006,2253.92,2256.65,2.73,CRT-A,,spanish_only,train
tr-010_02805,tr-010,3009.646,3012.356,2.71,Good,TMC,spanish_only,train
tr-006_00638,tr-006,1049.345,1052.035,2.69,Good,,spanish_only,train
tr-010_02682,tr-010,2051.735,2054.415,2.68,Good,,spanish_only,dev
tr-006_00678,tr-006,1427.672,1430.346,2.674,CRT-A,,mixed,train
tr-007_01277,tr-007,1589.878,1592.538,2.66,Good,TMC,spanish_only,train
tr-008_01736,tr-008,1453.03,1455.65,2.62,Good,,spanish_only,train
tr-006_00918,tr-006,2885.76,2888.35,2.59,Good,,spanish_only,train
tr-011_02951,tr-011,782.945,785.526,2.581,Good,,spanish_only,train
tr-011_03060,tr-011,1523.208,1525.774,2.566,CRT-D,,mixed,train
tr-006_01078,tr-006,3798.271,3800.821,2.55,Good,,spanish_only,train
tr-007_01126,tr-007,253.595,256.135,2.54,Good,,spanish_only,train
tr-009_02236,tr-009,2238.1,2240.62,2.52,Good,TMC,spanish_only,train
tr-006_01064,tr-006,3712.641,3715.131,2.49,Good,TMC,spanish_only,train
tr-010_02567,tr-010,1207.653,1210.108,2.455,MTS,,spanish_only,
tr-010_02800,tr-010,2985.632,2988.047,2.415,Good,TMC,spanish_only,train
tr-011_03179,tr-011,2472.969,2475.373,2.404,Good,TMC,mixed,train
tr-011_02902,tr-011,398.177,400.564,2.387,Good,,spanish_only,train
tr-009_02201,tr-009,1942.741,1945.051,2.31,Good,,spanish_only,train
tr-006_00874,tr-006,2657.12,2659.41,2.29,Good,TMC,spanish_only,dev
tr-007_01161,tr-007,578.015,580.285,2.27,EXC,NCT,,
tr-006_00524,tr-006,428.13,430.35,2.22,Good,TMC,spanish_only,dev
tr-008_01655,tr-008,814.717,816.92,2.203,EXC,,,
tr-011_03272,tr-011,3170.283,3172.409,2.126,MTS,,mixed,
tr-006_01003,tr-006,3325.025,3331.825,6.8,CRT-A,,spanish_only,train
tr-006_00795,tr-006,2149.25,2156.08,6.83,Good,,jehe'a,train
tr-011_03029,tr-011,1281.919,1283.969,2.05,Good,,spanish_only,train
tr-011_03059,tr-011,1515.215,1522.434,7.219,Good,TMC,spanish_only,train
tr-010_02840,tr-010,3272.352,3285.939,13.587,MTS,,spanish_only,
tr-006_00574,tr-006,706.29,710.94,4.65,MTS,TMC,spanish_only,
tr-006_01009,tr-006,3375.675,3381.32,5.645,Good,,mixed,test
tr-011_03156,tr-011,2305.653,2310.075,4.422,Good,,spanish_only,train
tr-010_02834,tr-010,3229.896,3236.089,6.193,Good,,spanish_only,train
tr-007_01244,tr-007,1295.16,1299.105,3.945,Good,,spanish_only,train
tr-011_03220,tr-011,2749.194,2753.129,3.935,EXC,NSY,,
tr-011_03200,tr-011,2644.765,2648.582,3.817,Good,TMC,spanish_only,dev
tr-005_00394,tr-005,3183.361,3187.146,3.785,Good,,spanish_only,train
tr-010_02753,tr-010,2559.095,2562.695,3.6,Good,,spanish_only,train
tr-010_02691,tr-010,2099.465,2111.075,11.61,Good,,spanish_only,train
tr-005_00062,tr-005,468.185,471.75,3.565,CRT-D,BLK,spanish_only,train
tr-006_00629,tr-006,1009.87,1013.415,3.545,Good,,spanish_only,train
tr-006_00474,tr-006,151.24,154.675,3.435,Good,,spanish_only,train
tr-008_01686,tr-008,1023.266,1026.662,3.396,MTS,,spanish_only,
tr-005_00452,tr-005,3722.548,3725.918,3.37,Good,,spanish_only,train
tr-010_02824,tr-010,3126.684,3129.996,3.312,Good,,spanish_only,train
tr-008_01732,tr-008,1436.033,1439.283,3.25,Good,,spanish_only,train
tr-006_00648,tr-006,1170.445,1173.64,3.195,Good,,spanish_only,train
tr-005_00012,tr-005,150.73,153.885,3.155,MTS,,spanish_only,
tr-005_00308,tr-005,2425.426,2428.491,3.065,Good,,spanish_only,train
tr-010_02592,tr-010,1371.753,1374.753,3,Good,,spanish_only,train
tr-005_00046,tr-005,372.52,375.51,2.99,Good,TMC,spanish_only,train
tr-010_02584,tr-010,1311.478,1314.458,2.98,Good,,spanish_only,train
tr-008_01764,tr-008,1639.791,1642.711,2.92,EXC,,,
tr-007_01448,tr-007,2969.342,2972.202,2.86,Good,,spanish_only,train
tr-005_00063,tr-005,472.13,474.92,2.79,Good,,spanish_only,train
tr-006_00482,tr-006,179.37,182.15,2.78,Good,,spanish_only,train
tr-005_00309,tr-005,2428.626,2431.386,2.76,Good,NSY,spanish_only,train
tr-011_02919,tr-011,559.649,562.382,2.733,Good,,spanish_only,dev
tr-006_01091,tr-006,3891.161,3893.856,2.695,Good,,spanish_only,train
tr-009_02248,tr-009,2341.76,2344.4,2.64,Good,,spanish_only,train
tr-006_00879,tr-006,2677.555,2680.155,2.6,Good,TMC,spanish_only,train
tr-006_00881,tr-006,2684.065,2686.635,2.57,Good,,spanish_only,train
tr-011_02924,tr-011,592.92,595.428,2.508,CRT-A,TMC,spanish_only,train
tr-009_02334,tr-009,3068.84,3071.32,2.48,Good,,spanish_only,train
tr-009_02249,tr-009,2344.44,2346.9,2.46,Good,TMC,spanish_only,train
tr-008_01659,tr-008,840.728,843.143,2.415,Good,,spanish_only,train
tr-009_02322,tr-009,2871.689,2874.098,2.409,Good,,spanish_only,train
tr-007_01166,tr-007,617.165,625.995,8.83,Good,,mixed,train
tr-010_02750,tr-010,2541.78,2552.158,10.378,Good,,mixed,train
tr-011_03004,tr-011,1140.319,1148.951,8.632,EXC,,,
tr-005_00182,tr-005,1501.14,1511.76,10.62,EXC,,,
tr-008_01981,tr-008,3346.067,3353.067,7,EXC,NCT,,
tr-008_01621,tr-008,582.427,590.086,7.659,MTS,,mixed,
tr-008_01925,tr-008,2958.229,2969.602,11.373,MTS,,jehe'a,
tr-005_00071,tr-005,512.38,522.935,10.555,MTS,,mixed,
tr-007_01334,tr-007,2157.133,2164.938,7.805,MTS,,mixed,
tr-006_00788,tr-006,2118.17,2125.39,7.22,Good,,jehe'a,dev
tr-006_00582,tr-006,745.58,755.55,9.97,Good,,mixed,train
tr-007_01490,tr-007,3337.819,3344.919,7.1,Good,,jehe'a,test
tr-008_01962,tr-008,3202.747,3213.355,10.608,EXC,,,
tr-011_03172,tr-011,2413.621,2425.284,11.663,EXC,,,
tr-006_00860,tr-006,2567.15,2574.02,6.87,Good,,mixed,train
tr-009_02067,tr-009,669.015,676.955,7.94,Good,,mixed,train
tr-005_00165,tr-005,1309.69,1317.565,7.875,MTS,,spanish_only,
tr-006_00766,tr-006,2023.31,2030.72,7.41,Good,,spanish_only,train
tr-009_02123,tr-009,1200.98,1210.835,9.855,MTS,,jehe'a,
tr-005_00162,tr-005,1292.55,1303.355,10.805,MTS,,mixed,
tr-011_03031,tr-011,1302.044,1304.404,2.36,EXC,NSY,,
tr-006_00711,tr-006,1649.14,1656.28,7.14,Good,,mixed,train
tr-009_02043,tr-009,394.985,408.324,13.339,EXC,"BLK,NCT",,
tr-009_02029,tr-009,253.157,260.659,7.502,Good,,jehe'a,dev
tr-008_01649,tr-008,755.172,760.232,5.06,MTS,,mixed,
tr-006_00505,tr-006,317.42,323.66,6.24,Good,,spanish_only,dev
tr-011_02953,tr-011,790.284,796.394,6.11,Good,,mixed,test
tr-008_01819,tr-008,2084.113,2094.61,10.497,MTS,,jehe'a,
tr-008_01842,tr-008,2288.647,2301.198,12.551,MTS,,jehe'a,
tr-009_02093,tr-009,930.853,942.924,12.071,MTS,,jehe'a,
tr-011_03102,tr-011,1920.349,1925.49,5.141,MTS,,mixed,
tr-007_01484,tr-007,3293.554,3303.654,10.1,Good,,mixed,test
tr-011_02947,tr-011,763.71,769.68,5.97,CRT-D,BLK,jehe'a,train
tr-011_03167,tr-011,2368.218,2374.468,6.25,MTS,,mixed,
tr-011_03073,tr-011,1632.449,1636.889,4.44,MTS,,spanish_only,
tr-005_00181,tr-005,1492.44,1500.96,8.52,EXC,,,
tr-011_03157,tr-011,2310.547,2318.92,8.373,EXC,NCT,,
tr-008_01738,tr-008,1458.804,1463.9,5.096,EXC,NCT,,
tr-006_00969,tr-006,3158.092,3166.965,8.873,Good,,mixed,train
tr-010_02711,tr-010,2266.615,2276.745,10.13,CRT-A,,mixed,train
tr-008_01821,tr-008,2097.1,2102.73,5.63,MTS,,jehe'a,
tr-008_01777,tr-008,1720.689,1735.547,14.858,Good,,jehe'a,train
tr-007_01162,tr-007,580.745,593.28,12.535,MTS,,mixed,
tr-008_01824,tr-008,2113.302,2122.678,9.376,MTS,,mixed,
tr-011_02849,tr-011,21.485,34.875,13.39,"CRT-D,MTS",,mixed,
tr-008_01831,tr-008,2158.546,2170.202,11.656,"MTS,CRT-A",,jehe'a,
tr-010_02730,tr-010,2416.461,2425.117,8.656,Good,,mixed,train
tr-010_02419,tr-010,177.295,184.846,7.551,Good,,mixed,train
tr-005_00284,tr-005,2190.086,2201.246,11.16,MTS,,mixed,
tr-007_01284,tr-007,1708.278,1719.76,11.482,MTS,,mixed,
tr-007_01501,tr-007,3397.029,3403.834,6.805,MTS,,jehe'a,
tr-010_02722,tr-010,2358.403,2372.695,14.292,Good,,mixed,train
tr-005_00447,tr-005,3671.443,3681.448,10.005,EXC,,,
tr-006_00713,tr-006,1668.28,1678.32,10.04,Good,,mixed,train
tr-006_00750,tr-006,1945.56,1955.81,10.25,EXC,USR,,
tr-007_01545,tr-007,3727.519,3738.229,10.71,EXC,,,
tr-006_00492,tr-006,246.877,254.192,7.315,Good,,mixed,train
tr-008_01851,tr-008,2337.205,2348.613,11.408,EXC,BCO,,
tr-008_01887,tr-008,2626.352,2643.767,17.415,Good,,jehe'a,train
tr-008_01550,tr-008,18.58,27.684,9.104,MTS,,mixed,
tr-008_01958,tr-008,3175.058,3185.643,10.585,EXC,,,
tr-008_01803,tr-008,1961.34,1968.832,7.492,EXC,BCO,,
tr-007_01225,tr-007,1189.705,1201.285,11.58,MTS,NCT,mixed,
tr-011_03273,tr-011,3172.409,3179.393,6.984,MTS,,mixed,
tr-009_02050,tr-009,450.765,460.131,9.366,Good,,mixed,train
tr-007_01253,tr-007,1349.595,1359.4,9.805,MTS,,mixed,
tr-010_02733,tr-010,2434.215,2442.795,8.58,MTS,,spanish_only,
tr-006_01020,tr-006,3444.86,3452.78,7.92,Good,,spanish_only,train
tr-008_01911,tr-008,2848.247,2855.524,7.277,Good,,jehe'a,train
tr-009_02107,tr-009,1059.926,1071.361,11.435,MTS,,mixed,
tr-009_02095,tr-009,950.21,963.264,13.054,EXC,USR,,
tr-005_00190,tr-005,1580.5,1586.86,6.36,Good,,mixed,train
tr-010_02481,tr-010,627.273,639.86,12.587,MTS,,jehe'a,
tr-011_02871,tr-011,201.842,208.612,6.77,MTS,,mixed,
tr-009_02365,tr-009,3356.692,3365.889,9.197,MTS,,mixed,
tr-008_01773,tr-008,1700.235,1708.93,8.695,CRT-D,,jehe'a,train
tr-008_01876,tr-008,2571.174,2581.796,10.622,EXC,TMC,,
tr-009_02376,tr-009,3505.015,3517.967,12.952,MTS,,spanish_only,
tr-009_02001,tr-009,62.074,77.2,15.126,EXC,NSY,,
tr-009_02336,tr-009,3079.367,3092.775,13.408,MTS,,jehe'a,
tr-006_00625,tr-006,980.705,990.28,9.575,MTS,,mixed,
tr-011_02868,tr-011,189.361,196.777,7.416,EXC,BLK,,
tr-008_01808,tr-008,1986.755,2000.928,14.173,EXC,BLK,,
tr-005_00114,tr-005,950.53,955.39,4.86,MTS,,jehe'a,
tr-009_02069,tr-009,682.04,691.585,9.545,MTS,,jehe'a,
tr-009_02340,tr-009,3109.158,3119.71,10.552,Good,,mixed,test
tr-009_02034,tr-009,284.056,291.427,7.371,MTS,,mixed,
tr-006_00647,tr-006,1163.055,1170.085,7.03,EXC,USR,,
tr-009_02110,tr-009,1085.731,1103.151,17.42,EXC,,,
tr-011_03046,tr-011,1389.924,1398.806,8.882,Good,TMC,spanish_only,train
tr-008_01943,tr-008,3051.129,3064.761,13.632,Good,,jehe'a,train
tr-007_01268,tr-007,1542.133,1550.958,8.825,CRT-D,,spanish_only,train
tr-008_01989,tr-008,3383.566,3393.249,9.683,CRT-D,,mixed,train
tr-007_01266,tr-007,1531.233,1539.863,8.63,EXC,NSY,,
tr-007_01346,tr-007,2216.863,2225.333,8.47,EXC,TMC,,
tr-008_01705,tr-008,1213.569,1221.627,8.058,Good,,mixed,test
tr-006_00634,tr-006,1032.24,1039.53,7.29,Good,,spanish_only,train
tr-011_02944,tr-011,750.339,757.217,6.878,Good,,mixed,train
tr-009_02349,tr-009,3186.386,3198.286,11.9,EXC,NSY,,
tr-011_03255,tr-011,3020.348,3029.098,8.75,MTS,,mixed,
tr-010_02519,tr-010,889.563,894.973,5.41,EXC,BCO,,
tr-007_01325,tr-007,2095.433,2106.083,10.65,EXC,NCT,,
tr-009_02073,tr-009,705.95,721.03,15.08,MTS,,jehe'a,
tr-010_02760,tr-010,2609.43,2618.52,9.09,Good,,mixed,train
tr-010_02714,tr-010,2286.63,2294.985,8.355,Good,,mixed,train
tr-007_01194,tr-007,913.12,920.175,7.055,CRT-D,,jehe'a,train
tr-008_01567,tr-008,150.596,164.308,13.712,EXC,NCT,,
tr-010_02746,tr-010,2515.55,2521.375,5.825,Good,,mixed,test
tr-007_01276,tr-007,1580.908,1589.773,8.865,Good,,mixed,train
tr-008_01807,tr-008,1980.617,1985.962,5.345,MTS,TMC,mixed,
tr-007_01110,tr-007,164.655,175.54,10.885,Good,,jehe'a,train
tr-008_01790,tr-008,1836.306,1848.239,11.933,Good,TMC,jehe'a,train
tr-007_01513,tr-007,3472.654,3484.909,12.255,"MTS,CRT-D","BLK,NSY",jehe'a,
tr-010_02773,tr-010,2722.105,2730.17,8.065,MTS,,mixed,
tr-010_02651,tr-010,1811.803,1819.53,7.727,Good,,spanish_only,train
tr-008_01833,tr-008,2204.081,2211.2,7.119,Good,,jehe'a,train
tr-006_00809,tr-006,2261.745,2273.745,12,EXC,NSY,,
tr-009_01999,tr-009,42.522,56.682,14.16,Good,NCT,jehe'a,train
tr-010_02511,tr-010,831.483,846.038,14.555,Good,,jehe'a,train
tr-008_01898,tr-008,2693.337,2698.068,4.731,EXC,BCO,,
tr-011_03238,tr-011,2919.789,2931.919,12.13,MTS,,jehe'a,
tr-007_01248,tr-007,1316.115,1325.3,9.185,EXC,,,
tr-005_00000,tr-005,0.11,14.815,14.705,EXC,,,
tr-010_02429,tr-010,227.335,240.491,13.156,EXC,,,
tr-009_02335,tr-009,3072.006,3079.367,7.361,Good,,mixed,train
tr-010_02527,tr-010,931.333,945.663,14.33,MTS,,mixed,
tr-007_01330,tr-007,2125.883,2135.743,9.86,Good,,jehe'a,dev
tr-006_00837,tr-006,2450.025,2454.705,4.68,Good,,mixed,train
tr-005_00455,tr-005,3772.763,3784.963,12.2,Good,,mixed,train
tr-007_01403,tr-007,2614.452,2623.577,9.125,Good,,jehe'a,train
tr-007_01336,tr-007,2172.958,2183.043,10.085,Good,,jehe'a,train
tr-007_01149,tr-007,491.33,499.435,8.105,Good,,mixed,train
tr-007_01335,tr-007,2164.938,2172.588,7.65,Good,,mixed,train
tr-007_01206,tr-007,1020.81,1027.63,6.82,Good,,mixed,train
tr-007_01394,tr-007,2567.232,2573.232,6,Good,,jehe'a,train
tr-011_03022,tr-011,1253.419,1259.054,5.635,Good,,spanish_only,train
tr-005_00384,tr-005,3102.591,3108.181,5.59,EXC,NCT,,
tr-005_00240,tr-005,1913.101,1918.271,5.17,CRT-D,,mixed,dev
tr-009_02352,tr-009,3209.326,3224.713,15.387,EXC,"NCT,BCO",,
tr-008_01549,tr-008,8.835,18.58,9.745,CRT-D,"BLK,SPL",mixed,train
tr-005_00272,tr-005,2125.386,2136.541,11.155,CRT-D,"BLK,NSY,NCT",mixed,train
tr-005_00402,tr-005,3290.741,3301.901,11.16,CRT-A,TMC,jehe'a,dev
tr-005_00385,tr-005,3108.411,3115.911,7.5,EXC,NCT,,
tr-005_00367,tr-005,3020.426,3030.161,9.735,"MTS,CRT-D","BLK,NSY,NCT",jehe'a,
tr-005_00392,tr-005,3155.351,3165.326,9.975,MTS,NSY,jehe'a,
tr-005_00208,tr-005,1704.596,1715.481,10.885,Good,,jehe'a,train
tr-005_00349,tr-005,2815.156,2827.991,12.835,"MTS,CRT-A","SPL,TMC",jehe'a,
tr-005_00076,tr-005,579.695,595.22,15.525,"MTS,CRT-A",TMC,jehe'a,
tr-005_00199,tr-005,1627.93,1636.345,8.415,MTS,TMC,jehe'a,
tr-005_00292,tr-005,2246.751,2259.301,12.55,Good,TMC,jehe'a,train
tr-005_00337,tr-005,2731.626,2738.041,6.415,CRT-D,"BLK,TMC",mixed,train
tr-005_00285,tr-005,2201.671,2209.651,7.98,MTS,TMC,mixed,
tr-005_00449,tr-005,3688.083,3700.448,12.365,MTS,"NCT,TMC",jehe'a,
tr-005_00279,tr-005,2165.451,2174.601,9.15,Good,"SPL,TMC",jehe'a,train
tr-005_00296,tr-005,2288.366,2301.201,12.835,CRT-A,TMC,jehe'a,train
tr-005_00359,tr-005,2937.536,2958.531,20.995,Good,"SPL,TMC",jehe'a,train
tr-005_00229,tr-005,1831.161,1838.161,7,Good,TMC,jehe'a,train
tr-005_00108,tr-005,847.28,851.05,3.77,EXC,NCT,,
tr-005_00398,tr-005,3262.761,3269.271,6.51,MTS,TMC,jehe'a,
tr-008_01884,tr-008,2612.375,2615.304,2.929,Good,TMC,guarani_only,test
tr-010_02425,tr-010,201.215,204.076,2.861,Good,TMC,mixed,test
tr-008_01948,tr-008,3093.145,3095.593,2.448,Good,TMC,guarani_only,test
tr-005_00280,tr-005,2175.441,2178.411,2.97,EXC,TMC,,
tr-005_00340,tr-005,2746.536,2749.906,3.37,Good,TMC,mixed,test
tr-008_01973,tr-008,3295.059,3298.483,3.424,MTS,,jehe'a,
tr-005_00414,tr-005,3367.081,3369.921,2.84,Good,,guarani_only,train
tr-007_01347,tr-007,2226.313,2228.963,2.65,Good,,guarani_only,test
tr-006_00862,tr-006,2582.785,2587.855,5.07,Good,TMC,spanish_only,train
tr-006_00715,tr-006,1684.28,1689.32,5.04,Good,TMC,spanish_only,train
tr-005_00137,tr-005,1142.78,1147.64,4.86,Good,TMC,mixed,train
tr-006_00551,tr-006,587.09,592.71,5.62,Good,NSY,spanish_only,train
tr-005_00056,tr-005,432.605,437.205,4.6,MTS,"TMC,NSY",spanish_only,
tr-006_00464,tr-006,45.51,50.725,5.215,Good,TMC,spanish_only,train
tr-011_03119,tr-011,2075.129,2080.829,5.7,MTS,,spanish_only,
tr-006_00566,tr-006,659.71,664.22,4.51,Good,"TMC,NSY",spanish_only,dev
tr-006_00802,tr-006,2231.97,2236.46,4.49,CRT-A,TMC,spanish_only,train
tr-011_03251,tr-011,2988.569,2993.293,4.724,Good,TMC,spanish_only,train
tr-011_03072,tr-011,1626.379,1631.949,5.57,"MTS,CRT-D",BLK,spanish_only,
tr-007_01231,tr-007,1229.965,1235.555,5.59,EXC,NCT,,
tr-009_02315,tr-009,2829.119,2833.766,4.647,CRT-A,,spanish_only,train
tr-007_01169,tr-007,641.495,647.355,5.86,Good,TMC,spanish_only,train
tr-011_03204,tr-011,2664.276,2668.623,4.347,Good,,spanish_only,train
tr-007_01299,tr-007,1848.048,1853.833,5.785,MTS,,spanish_only,
tr-006_00859,tr-006,2562.46,2566.76,4.3,Good,TMC,mixed,train
tr-006_00690,tr-006,1504.212,1510.247,6.035,Good,,spanish_only,train
tr-008_01634,tr-008,655.576,659.58,4.004,Good,TMC,mixed,train
tr-011_03051,tr-011,1427.754,1434.17,6.416,MTS,,spanish_only,
tr-005_00169,tr-005,1331.115,1336.225,5.11,EXC,NSY,,
tr-006_00602,tr-006,870.55,876.88,6.33,CRT-A,,spanish_only,train
tr-010_02553,tr-010,1134.903,1140.18,5.277,Good,,spanish_only,train
tr-009_02182,tr-009,1777.88,1782.63,4.75,Good,TMC,spanish_only,train
tr-010_02665,tr-010,1921.55,1926.22,4.67,"MTS,CRT-D",TMC,spanish_only,
tr-007_01294,tr-007,1805.773,1811.433,5.66,"MTS,CRT-D",BLK,spanish_only,
tr-006_01043,tr-006,3588.795,3593.365,4.57,Good,TMC,spanish_only,train
tr-011_03283,tr-011,3216.688,3221.116,4.428,CRT-D,,spanish_only,train
tr-011_03224,tr-011,2792.989,2799.549,6.56,Good,,mixed,dev
tr-005_00234,tr-005,1885.436,1890.506,5.07,Good,,spanish_only,train
tr-006_01055,tr-006,3660.927,3665.12,4.193,Good,,spanish_only,train
tr-006_01057,tr-006,3668.675,3673.455,4.78,CRT-D,,spanish_only,train
tr-005_00124,tr-005,1046.265,1051.775,5.51,CRT-D,,spanish_only,test
tr-006_01024,tr-006,3487.56,3491.62,4.06,Good,,spanish_only,test
tr-008_01725,tr-008,1367.045,1372.873,5.828,"MTS,CRT-D","BLK,TMC",mixed,
tr-011_03088,tr-011,1760.288,1766.139,5.851,CRT-D,BLK,spanish_only,train
tr-011_02977,tr-011,956.799,960.919,4.12,Good,TMC,spanish_only,train
tr-006_00955,tr-006,3097.052,3100.78,3.728,Good,TMC,spanish_only,train
tr-011_02960,tr-011,834.454,837.629,3.175,EXC,,,
tr-007_01203,tr-007,1006.51,1010.382,3.872,EXC,TMC,,
